x,y,p
0.96,0.2942590987053192,10
0.9625,0.3057732407662418,10
0.965,0.3175207549718605,10
0.9675,0.3294923620866302,10
0.97,0.341677967052878,10
0.9725,0.3540666912660919,10
0.975,0.3666469116011987,10
0.9775,0.37940630595634073,10
0.98,0.39233190498088877,10
0.9825,0.4054101495578408,10
0.985,0.4186269535195166,10
0.9875,0.43196777099195394,10
0.99,0.4454176676895762,10
0.9924999999999999,0.458961395419524,10
0.995,0.472583469005938,10
0.9975,0.48626824480975905,10
1.0,0.5,10
1.0025,0.5137630117283392,10
1.005,0.5275416353702352,10
1.0075,0.5413203810220932,10
1.01,0.5550839874843909,10
1.0125,0.5688174930139368,10
1.0150000000000001,0.5825063021928749,10
1.0175,0.5961362483360367,10
1.02,0.6096936509396351,10
1.0225,0.6231653677610026,10
1.025,0.636538841209072,10
1.0275,0.6498021388163114,10
1.03,0.6629439876529544,10
1.0325,0.6759538026317387,10
1.0350000000000001,0.6888217087342424,10
1.0375,0.7015385572669993,10
1.04,0.7140959363256049,10
1.0425,0.7264861757071206,10
1.045,0.7387023465647,10
1.0474999999999999,0.7507382561430387,10
1.05,0.7625884379689525,10
1.0525,0.7742481378982092,10
1.055,0.7857132964380276,10
1.0575,0.7969805277748145,10
1.06,0.808047095939493,10
1.0625,0.8189108885387757,10
1.065,0.8295703884707992,10
1.0675,0.8400246440285112,10
1.07,0.8502732377748929,10
1.0725,0.8603162545513389,10
1.075,0.8701542489551543,10
1.0775000000000001,0.8797882125948253,10
1.08,0.8892195414032711,10
1.0825,0.8984500032602559,10
1.085,0.9074817061460568,10
1.0875,0.9163170670199252,10
1.09,0.92495878158913,10
1.0925,0.9334097951078316,10
1.095,0.941673274319955,10
1.0975000000000001,0.9497525806367573,10
1.1,0.9576512446181255,10
1.1025,0.9653729418068235,10
1.105,0.9729214699469674,10
1.1075,0.9803007276020012,10
1.1099999999999999,0.9875146941732565,10
1.1125,0.9945674113078209,10
1.115,1.0014629656737586,10
1.1175,1.0082054730717127,10
1.12,1.014799063844346,10
1.1225,1.021247869538957,10
1.125,1.027556010773721,10
1.1275,1.0337275862542648,10
1.13,1.0397666628846016,10
1.1325,1.0456772669146506,10
1.135,1.051463376065573,10
1.1375,1.0571289125738876,10
1.1400000000000001,1.0626777370955955,10
1.1425,1.0681136434123861,10
1.145,1.0734403538832156,10
1.1475,1.0786615155861192,10
1.15,1.0837806970969868,10
1.1525,1.0888013858540968,10
1.155,1.0937269860594339,10
1.1575,1.0985608170701742,10
1.1600000000000001,1.1033061122361318,10
1.1625,1.1079660181414257,10
1.165,1.1125435942111006,10
1.1675,1.1170418126458652,10
1.17,1.121463558650543,10
1.1724999999999999,1.1258116309241664,10
1.175,1.130088742381939,10
1.1775,1.1342975210814812,10
1.18,1.1384405113279015,10
1.1825,1.142520174934229,10
1.185,1.1465388926156808,10
1.1875,1.150498965498038,10
1.19,1.15440261672212,10
1.1925,1.158251993127958,10
1.195,1.162049167003771,10
1.1975,1.1657961378862618,10
1.2,1.1694948344000673,10
1.2025000000000001,1.1731471161254032,10
1.205,1.1767547754840912,10
1.2075,1.1803195396351989,10
1.21,1.183843072372474,10
1.2125,1.1873269760166694,10
1.215,1.190772793296643,10
1.2175,1.1941820092138828,10
1.22,1.1975560528857914,10
1.2225000000000001,1.2008962993636683,10
1.225,1.204204071421922,10
1.2275,1.2074806413155423,10
1.23,1.2107272325033323,10
1.2325,1.2139450213348306,10
1.2349999999999999,1.2171351386992222,10
1.2375,1.2202986716348914,10
1.24,1.2234366648985664,10
1.2425,1.2265501224932893,10
1.245,1.2296400091546849,10
1.2475,1.232707251795217,10
1.25,1.2357527409063225,10
