x,y,p
1.0775000000000001,1.025700063302973,20
1.08,1.0324742468107817,20
1.0825,1.0389027886467026,20
1.085,1.0450118167186655,20
1.0875,1.0508258446356467,20
1.09,1.0563678029972703,20
1.0925,1.06165908496987,20
1.095,1.0667196025359793,20
1.0975000000000001,1.0715678503795047,20
1.1,1.0762209748840674,20
1.1025,1.0806948461765067,20
1.105,1.0850041315432275,20
1.1075,1.0891623688876182,20
1.1099999999999999,1.0931820391865394,20
1.1125,1.0970746371480795,20
1.115,1.1008507394763933,20
1.1175,1.1045200703176432,20
1.12,1.1080915635985038,20
1.1225,1.111573422079839,20
1.125,1.1149731730369417,20
1.1275,1.1182977205476563,20
1.13,1.121553394423952,20
1.1325,1.1247459958636994,20
1.135,1.1278808399298954,20
1.1375,1.1309627949863583,20
1.1400000000000001,1.1339963192336235,20
1.1425,1.1369854944978575,20
1.145,1.1399340574302392,20
1.1475,1.1428454282753797,20
1.15,1.1457227373658303,20
1.1525,1.148568849496169,20
1.155,1.1513863863251035,20
1.1575,1.154177746947962,20
1.1600000000000001,1.1569451267751225,20
1.1625,1.159690534844729,20
1.165,1.16241580969059,20
1.1675,1.1651226338786815,20
1.17,1.1678125473182581,20
1.1724999999999999,1.1704869594463614,20
1.175,1.1731471603775219,20
1.1775,1.1757943311037624,20
1.18,1.178429552823656,20
1.1825,1.1810538154731598,20
1.185,1.1836680255252974,20
1.1875,1.1862730131204475,20
1.19,1.1888695385840407,20
1.1925,1.1914582983838578,20
1.195,1.1940399305748335,20
1.1975,1.196615019775301,20
1.2,1.1991841017149543,20
1.2025000000000001,1.2017476673914014,20
1.205,1.204306166869077,20
1.2075,1.2068600127514104,20
1.21,1.2094095833544916,20
1.2125,1.2119552256080783,20
1.215,1.2144972577075468,20
1.2175,1.2170359715383545,20
1.22,1.2195716348927306,20
1.2225000000000001,1.2221044934965817,20
1.225,1.2246347728630553,20
1.2275,1.2271626799877675,20
1.23,1.229688404899393,20
1.2325,1.2322121220781295,20
1.2349999999999999,1.2347339917534539,20
1.2375,1.2372541610915921,20
1.24,1.2397727652822195,20
1.2425,1.2422899285330755,20
1.245,1.2448057649804232,20
1.2475,1.2473203795225862,20
1.25,1.2498338685831798,20
