x,y,p
0.9,0.0016144081618279197,30
0.9025,0.001911432931101014,30
0.905,0.002261916229561724,30
0.9075,0.0026752384610804277,30
0.91,0.003162372838078994,30
0.9125,0.003736142515377945,30
0.915,0.004411515382114155,30
0.9175,0.005205940764899938,30
0.92,0.006139732309670179,30
0.9225,0.007236501104365471,30
0.925,0.008523642578561199,30
0.9275,0.01003287973601034,30
0.9299999999999999,0.01180086366937565,30
0.9325,0.013869829854855707,30
0.935,0.0162883051584298,30
0.9375,0.019111855482483404,30
0.94,0.022403857171155138,30
0.9425,0.02623626627363512,30
0.9450000000000001,0.03069034814120106,30
0.9475,0.035857315281013394,30
0.95,0.04183880375859151,30
0.9525,0.04874709791624221,30
0.9550000000000001,0.05670499049509624,30
0.9575,0.06584514198957325,30
0.96,0.07630878196728602,30
0.9625,0.08824358038875077,30
0.965,0.10180051460795535,30
0.9675,0.11712957534499849,30
0.97,0.13437420124610772,30
0.9725,0.15366441527419686,30
0.975,0.17510876327155142,30
0.9775,0.19878532610373742,30
0.98,0.22473228282062624,30
0.9825,0.25293872129649125,30
0.985,0.28333658851383275,30
0.9875,0.315794796952838,30
0.99,0.35011650477084766,30
0.9924999999999999,0.38604042406307065,30
0.995,0.42324666863933047,30
0.9975,0.46136715617561797,30
1.0,0.5,30
1.0025,0.5387267685215196,30
1.005,0.5771310706392953,30
1.0075,0.6148167360164822,30
1.01,0.6514239415571855,30
1.0125,0.686641967608854,30
1.0150000000000001,0.7202177711204418,30
1.0175,0.7519601290283535,30
1.02,0.7817396252388418,30
1.0225,0.8094851482100813,30
1.025,0.8351777943808025,30
1.0275,0.8588431375055682,30
1.03,0.8805427569682104,30
1.0325,0.9003657652930416,30
1.0350000000000001,0.9184208827585236,30
1.0375,0.9348294129398927,30
1.04,0.9497193022690142,30
1.0425,0.9632203320466733,30
1.045,0.9754603957685241,30
1.0474999999999999,0.9865627547565274,30
1.05,0.9966441342823245,30
1.0525,1.0058135130419807,30
1.055,1.0141714639167674,30
1.0575,1.0218099175899487,30
1.06,1.0288122383902387,30
1.0625,1.0352535206603737,30
1.065,1.0412010320882312,30
1.0675,1.046714746720895,30
1.07,1.0518479243363885,30
1.0725,1.0566477043869789,30
1.075,1.0611556919938399,30
1.0775000000000001,1.0654085207251471,30
1.08,1.0694383824327802,30
1.0825,1.0732735185612627,30
1.085,1.0769386703563926,30
1.0875,1.080455487534244,30
1.09,1.0838428964284759,30
1.0925,1.0871174295820807,30
1.095,1.0902935193218308,30
1.0975000000000001,1.093383758153587,30
1.1,1.0963991289242416,30
1.1025,1.0993492076717584,30
1.105,1.1022423419734761,30
1.1075,1.1050858074376255,30
1.1099999999999999,1.107885944787542,30
1.1125,1.1106482797791335,30
1.115,1.1133776279813183,30
1.1175,1.1160781862440223,30
1.12,1.118753612483799,30
1.1225,1.1214070952359994,30
1.125,1.1240414142561241,30
1.1275,1.1266589933018838,30
1.13,1.1292619460914195,30
1.1325,1.1318521163113568,30
1.135,1.13443111244002,30
1.1375,1.13700033805514,30
1.1400000000000001,1.1395610182106564,30
1.1425,1.1421142223926637,30
1.145,1.1446608844990944,30
1.1475,1.1472018202303902,30
1.15,1.149737742228287,30
1.1525,1.1522692732560358,30
1.155,1.1547969576752048,30
1.1575,1.1573212714409153,30
1.1600000000000001,1.159842630808396,30
1.1625,1.1623613999185114,30
1.165,1.164877897408007,30
1.1675,1.1673924021711293,30
1.17,1.1699051583827271,30
1.1724999999999999,1.172416379878522,30
1.175,1.1749262539757532,30
1.1775,1.1774349448065058,30
1.18,1.1799425962266288,30
1.1825,1.182449334354915,30
1.185,1.1849552697901193,30
1.1875,1.1874604995471976,30
1.19,1.1899651087487637,30
1.1925,1.1924691721031135,30
1.195,1.1949727551960805,30
1.1975,1.1974759156204797,30
1.2,1.1999787039638263,30
1.2025000000000001,1.202481164672337,30
1.205,1.2049833368069196,30
1.2075,1.2074852547048307,30
1.21,1.2099869485589274,30
1.2125,1.2124884449249118,30
1.215,1.2149897671656404,30
1.2175,1.2174909358404105,30
1.22,1.2199919690461296,30
1.2225000000000001,1.2224928827163957,30
1.225,1.2249936908837464,30
1.2275,1.2274944059096822,30
1.23,1.229995038686468,30
1.2325,1.2324955988142297,30
1.2349999999999999,1.2349960947564067,30
1.2375,1.2374965339762451,30
1.24,1.239996923056669,30
1.2425,1.242497267805592,30
1.245,1.2449975733484508,30
1.2475,1.2474978442095384,30
1.25,1.2499980843835097,30
